relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,31906,13053,disease,"microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type",MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,28482,13225_12923_12071_10020_6536,disease,congenital generalized lipodystrophy,MONDO_grouped
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,97880,13317,disease,torsade-de-pointes syndrome with short coupling interval,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,97881,13318,disease,early repolarization associated with ventricular fibrillation,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,27867,13473,disease,"Hirschsprung disease, cardiac defects, and autonomic dysfunction",MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,30895,13640,disease,familial retinal arterial macroaneurysm,MONDO
disease_disease,parent-child,38344,17119,disease,syndrome with microcephaly as major feature,MONDO,30384,13735,disease,microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,MONDO
disease_disease,parent-child,35498,43005,disease,genetic multiple congenital anomalies/dysmorphic syndrome,MONDO,30384,13735,disease,microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,30384,13735,disease,microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,30384,13735,disease,microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,31703,13960,disease,sinoatrial node dysfunction and deafness,MONDO
disease_disease,parent-child,36673,19589,disease,syndromic genetic deafness,MONDO,31703,13960,disease,sinoatrial node dysfunction and deafness,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,27908,14000_60663_32913_13988_14344_119,disease,"congenital heart defects, multiple types",MONDO_grouped
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,27908,14000_60663_32913_13988_14344_119,disease,"congenital heart defects, multiple types",MONDO_grouped
disease_disease,parent-child,36673,19589,disease,syndromic genetic deafness,MONDO,30427,14044,disease,dysmorphism-conductive hearing loss-heart defect syndrome,MONDO
disease_disease,parent-child,38118,43007,disease,genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,MONDO,30427,14044,disease,dysmorphism-conductive hearing loss-heart defect syndrome,MONDO
disease_disease,parent-child,32609,15470,disease,familial isolated dilated cardiomyopathy,MONDO,28122,14152_11403_14042_14163_18901_12285,disease,left ventricular noncompaction,MONDO_grouped
disease_disease,parent-child,32324,16674_10765,disease,"46,XY gonadal dysgenesis",MONDO_grouped,27438,14239,disease,testicular anomalies with or without congenital heart disease,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,32037,14263,disease,8q24.3 microdeletion syndrome,MONDO
disease_disease,parent-child,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped,27908,14000_60663_32913_13988_14344_119,disease,"congenital heart defects, multiple types",MONDO_grouped
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,32085,14500,disease,atrial conduction disease,MONDO
disease_disease,parent-child,35668,5449,disease,conduction system disorder,MONDO,32085,14500,disease,atrial conduction disease,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,29980,14528,disease,chronic atrial and intestinal dysrhythmia,MONDO
disease_disease,parent-child,35690,2254,disease,syndromic disease,MONDO,29980,14528,disease,chronic atrial and intestinal dysrhythmia,MONDO
disease_disease,parent-child,35994,5020,disease,intestinal disease,MONDO,29980,14528,disease,chronic atrial and intestinal dysrhythmia,MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,27388,14558,disease,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,27388,14558,disease,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,MONDO
disease_disease,parent-child,27567,14376_13657_54837_30918_20847_13820_14486_13805_30917_12947_7974_13581_14855_30910_14858_30911_14482_14599_12869_30914_13658_30922_13819_14699_30920_13821_12960_30919_13656_14357_14580_30913_30916_13266_13509_14842_14678_13655_14617_12946_30912_100172,disease,"intellectual disability, autosomal dominant",MONDO_grouped,27388,14558,disease,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,27388,14558,disease,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,MONDO
disease_disease,parent-child,35498,43005,disease,genetic multiple congenital anomalies/dysmorphic syndrome,MONDO,27388,14558,disease,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,27388,14558,disease,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,MONDO
disease_disease,parent-child,38233,15338,disease,syndromic craniosynostosis,MONDO,27388,14558,disease,autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,31335,14609,disease,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,MONDO
disease_disease,parent-child,38133,16565,disease,syndromic genetic obesity,MONDO,31335,14609,disease,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,31335,14609,disease,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,MONDO
disease_disease,parent-child,35464,19117,disease,genetic nervous system disorder,MONDO,31335,14609,disease,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,31335,14609,disease,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,MONDO
disease_disease,parent-child,38150,19066,disease,syndrome with brachydactyly,MONDO,31335,14609,disease,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,MONDO
disease_disease,parent-child,38251,15329,disease,malformation syndrome with short stature,MONDO,31335,14609,disease,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,MONDO
disease_disease,parent-child,35498,43005,disease,genetic multiple congenital anomalies/dysmorphic syndrome,MONDO,31335,14609,disease,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,31335,14609,disease,cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome,MONDO
disease_disease,parent-child,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO,29814,14700,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to a point mutation,MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,29740,14773,disease,cardiac anomalies - developmental delay - facial dysmorphism syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,29740,14773,disease,cardiac anomalies - developmental delay - facial dysmorphism syndrome,MONDO
disease_disease,parent-child,38045,17131,disease,genetic cardiac anomaly,MONDO,29740,14773,disease,cardiac anomalies - developmental delay - facial dysmorphism syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,29740,14773,disease,cardiac anomalies - developmental delay - facial dysmorphism syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,29740,14773,disease,cardiac anomalies - developmental delay - facial dysmorphism syndrome,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,27315,12127_13390_14144_12193_13161_9676_14977_30014_12248_14900_11787_14474_12652_12699_29136_11028_14788_11968_29133_11170_9683_11423_9675_14129_13162_13440_9677_14142_14782_13297_12034_15152_15151_16971,disease,limb-girdle muscular dystrophy,MONDO_grouped
disease_disease,parent-child,36672,20253,disease,syndrome with a symptomatic strabismus,MONDO,31826,14784,disease,severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,31826,14784,disease,severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome,MONDO
disease_disease,parent-child,35487,20259,disease,myopathy with eye involvement,MONDO,31826,14784,disease,severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome,MONDO
disease_disease,parent-child,38380,2921_19952_18701,disease,congenital myopathy,MONDO_grouped,31826,14784,disease,severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,29006,14812,disease,"metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration",MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,31479,14833,disease,heart and brain malformation syndrome,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,31839,14857,disease,"neurodevelopmental disorder with or without anomalies of the brain, eye, or heart",MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,30944,14881,disease,transketolase deficiency,MONDO
disease_disease,parent-child,35458,6025,disease,autosomal recessive disease,MONDO,28481,14953,disease,gnb5-related intellectual disability-cardiac arrhythmia syndrome,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,28481,14953,disease,gnb5-related intellectual disability-cardiac arrhythmia syndrome,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,31635,14957,disease,language delay and attention deficit-hyperactivity disorder/cognitive impairment with or without cardiac arrhythmia,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,31746,14973,disease,"sudden cardiac failure, infantile",MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,29591,14974,disease,"sudden cardiac failure, alcohol-induced",MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO
disease_disease,parent-child,35505,19058,disease,neurometabolic disease,MONDO,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO
disease_disease,parent-child,38877,5217,disease,familial cardiomyopathy,MONDO,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO
disease_disease,parent-child,28076,30020_33570_14775_33533_32712_14781_54741_33534_30006_32679_54654_30008_20727_33631_54742_32726_30017_30007_54677_54781_33537_33569_14269_732_33566,disease,combined oxidative phosphorylation deficiency,MONDO_grouped,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO
disease_disease,parent-child,37521,20225,disease,syndromic cataract,MONDO,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO
disease_disease,parent-child,38718,16578,disease,mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies,MONDO,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO
disease_disease,parent-child,39105,16343,disease,unclassified cardiomyopathy,MONDO,29116,14976,disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,29509,15009,disease,"hydrops fetalis, nonimmune, and/or atrial septal defect, susceptibility to",MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO
disease_disease,parent-child,35464,19117,disease,genetic nervous system disorder,MONDO,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO
disease_disease,parent-child,27304,10674_9659_9660_9661_11093_9662_16316_16315_18937_18938_1586_19249_19302_17171_17172,disease,mucopolysaccharidosis,MONDO_grouped,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO
disease_disease,parent-child,35553,5087,disease,respiratory system disease,MONDO,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO
disease_disease,parent-child,35498,43005,disease,genetic multiple congenital anomalies/dysmorphic syndrome,MONDO,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO
disease_disease,parent-child,35599,18454,disease,dysostosis of genetic origin,MONDO,31580,15012,disease,mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,35506,7263,disease,cardiac rhythm disease,MONDO,35667,15110,disease,genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,39231,15203_19825_22869,disease,coronary artery congenital malformation,MONDO_grouped
disease_disease,parent-child,38365,15160,disease,multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,MONDO,97925,15206,disease,short stature-heart defect-craniofacial anomalies syndrome,MONDO
disease_disease,parent-child,27495,16581,disease,conotruncal heart malformations,MONDO,39586,15239,disease,abnormal origin of the pulmonary artery,MONDO
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,94592,15249,disease,mitral atresia disorder,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,97930,15257,disease,sino-auricular heart block,MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,32720,15259,disease,brachydactyly-mesomelia-intellectual disability-heart defects syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,32720,15259,disease,brachydactyly-mesomelia-intellectual disability-heart defects syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,32720,15259,disease,brachydactyly-mesomelia-intellectual disability-heart defects syndrome,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,28198,13015_11001_13146_12743_13145_13148_14621_12742_12728_15263,disease,Brugada syndrome,MONDO_grouped
disease_disease,parent-child,35660,992,disease,heart conduction disease,MONDO,28198,13015_11001_13146_12743_13145_13148_14621_12742_12728_15263,disease,Brugada syndrome,MONDO_grouped
disease_disease,parent-child,38045,17131,disease,genetic cardiac anomaly,MONDO,39590,15273,disease,complete atrioventricular canal,MONDO
disease_disease,parent-child,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped,39590,15273,disease,complete atrioventricular canal,MONDO
disease_disease,parent-child,28501,13747_13769_10859_20290,disease,atrioventricular septal defect,MONDO_grouped,32911,15275,disease,partial atrioventricular canal,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,28629,14329_7171_15281,disease,atrial standstill,MONDO_grouped
disease_disease,parent-child,38753,16340,disease,familial restrictive cardiomyopathy,MONDO,28629,14329_7171_15281,disease,atrial standstill,MONDO_grouped
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped
disease_disease,parent-child,36671,43008,disease,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,97936,15296,disease,cardiac anomalies-heterotaxy syndrome,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,32358,15449,disease,criss-cross heart,MONDO
disease_disease,parent-child,38046,20294,disease,atrial defect and interatrial communication,MONDO,39594,15450,disease,triatrial heart,MONDO
disease_disease,parent-child,37643,19820,disease,univentricular cardiopathy,MONDO,39591,15451,disease,univentricular heart,MONDO
disease_disease,parent-child,38045,17131,disease,genetic cardiac anomaly,MONDO,94651,15522,disease,situs ambiguus,MONDO
disease_disease,parent-child,38546,18677,disease,visceral heterotaxy,MONDO,33406,15661,disease,dextrocardia (disease),MONDO
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,33406,15661,disease,dextrocardia (disease),MONDO
disease_disease,parent-child,38046,20294,disease,atrial defect and interatrial communication,MONDO,98017,15666,disease,familial idiopathic dilatation of the right atrium (disease),MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,33710,15677,disease,cardiac diverticulum (disease),MONDO
disease_disease,parent-child,39194,6741,disease,encephalomalacia,MONDO,98026,15742,disease,periventricular leukomalacia,MONDO
disease_disease,parent-child,38045,17131,disease,genetic cardiac anomaly,MONDO,38848,15989,disease,congenital valvular dysplasia,MONDO
disease_disease,parent-child,38110,17432,disease,syndrome with limb reduction defects,MONDO,98057,16024,disease,shoulder and thorax deformity-congenital heart disease syndrome,MONDO
disease_disease,parent-child,35599,18454,disease,dysostosis of genetic origin,MONDO,98057,16024,disease,shoulder and thorax deformity-congenital heart disease syndrome,MONDO
disease_disease,parent-child,38123,15929,disease,thoracic malformation,MONDO,98057,16024,disease,shoulder and thorax deformity-congenital heart disease syndrome,MONDO
disease_disease,parent-child,27495,16581,disease,conotruncal heart malformations,MONDO,98068,16077,disease,congenital aortopulmonary window,MONDO
disease_disease,parent-child,39231,15203_19825_22869,disease,coronary artery congenital malformation,MONDO_grouped,98070,16081,disease,coronary arterial fistulas,MONDO
disease_disease,parent-child,28721,12128_13463_19443,disease,dextro-looped transposition of the great arteries,MONDO_grouped,98093,16303,disease,congenitally uncorrected transposition of the great arteries with cardiac malformation,MONDO
disease_disease,parent-child,38877,5217,disease,familial cardiomyopathy,MONDO,35888,16342_17401_17402_17403,disease,familial isolated arrhythmogenic ventricular dysplasia,MONDO_grouped
disease_disease,parent-child,38878,16587,disease,arrhythmogenic right ventricular cardiomyopathy,MONDO,35888,16342_17401_17402_17403,disease,familial isolated arrhythmogenic ventricular dysplasia,MONDO_grouped
disease_disease,parent-child,35506,7263,disease,cardiac rhythm disease,MONDO,39431,16348,disease,non-genetic cardiac rhythm disease,MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,98109,16424,disease,progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome,MONDO
disease_disease,parent-child,35599,18454,disease,dysostosis of genetic origin,MONDO,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped
disease_disease,parent-child,38178,19054,disease,congenital limb malformation,MONDO,30839,7702_15284_16432,disease,heart-hand syndrome,MONDO_grouped
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,33492,16460,disease,polyvalvular heart disease syndrome,MONDO
disease_disease,parent-child,38118,43007,disease,genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,MONDO,33492,16460,disease,polyvalvular heart disease syndrome,MONDO
disease_disease,parent-child,38179,15770_16553,disease,congenital hypogonadotropic hypogonadism,MONDO_grouped,33051,16515,disease,Kallmann syndrome-heart disease syndrome,MONDO
disease_disease,parent-child,38118,43007,disease,genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,MONDO,33051,16515,disease,Kallmann syndrome-heart disease syndrome,MONDO
disease_disease,parent-child,35474,20285,disease,transposition of the great arteries and conotruncal cardiac anomaly,MONDO,27495,16581,disease,conotruncal heart malformations,MONDO
disease_disease,parent-child,39284,20288,disease,atrioventricular valve anomaly,MONDO,39548,16582,disease,congenital mitral malformation,MONDO
disease_disease,parent-child,37524,591,disease,intrinsic cardiomyopathy,MONDO,38878,16587,disease,arrhythmogenic right ventricular cardiomyopathy,MONDO
disease_disease,parent-child,38110,17432,disease,syndrome with limb reduction defects,MONDO,33214,16641,disease,limb transversal defect-cardiac anomaly syndrome,MONDO
disease_disease,parent-child,35599,18454,disease,dysostosis of genetic origin,MONDO,33214,16641,disease,limb transversal defect-cardiac anomaly syndrome,MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,32770,16719,disease,microcephaly-seizures-intellectual disability-heart disease syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,32770,16719,disease,microcephaly-seizures-intellectual disability-heart disease syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,32770,16719,disease,microcephaly-seizures-intellectual disability-heart disease syndrome,MONDO
disease_disease,parent-child,37927,16726,disease,neuronal tumor,MONDO,98175,16727,disease,extraventricular neurocytoma,MONDO
disease_disease,parent-child,37667,16729,disease,mixed neuronal-glial tumor,MONDO,98175,16727,disease,extraventricular neurocytoma,MONDO
disease_disease,parent-child,35432,3847,disease,Mendelian disease,MONDO,38715,17129,disease,inherited cardiac tumor,MONDO
disease_disease,parent-child,36160,21209,disease,heart neoplasm,MONDO,38715,17129,disease,inherited cardiac tumor,MONDO
disease_disease,parent-child,35447,21147,disease,disorder of development or morphogenesis,MONDO,38045,17131,disease,genetic cardiac anomaly,MONDO
disease_disease,parent-child,39361,17150,disease,pulmonary arterial hypertension associated with another disease,MONDO,39558,17152,disease,pulmonary arterial hypertension associated with congenital heart disease,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,39598,17300,disease,congenital pericardium anomaly,MONDO
disease_disease,parent-child,38258,15216,disease,syndromic diaphragmatic or abdominal wall malformation,MONDO,32412,17301,disease,pericardial and diaphragmatic defect,MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,32604,17315,disease,short stature-webbed neck-heart disease syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,32604,17315,disease,short stature-webbed neck-heart disease syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,32604,17315,disease,short stature-webbed neck-heart disease syndrome,MONDO
disease_disease,parent-child,39431,16348,disease,non-genetic cardiac rhythm disease,MONDO,84050,17988,disease,multifocal atrial tachycardia (disease),MONDO
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,32495,17989,disease,His bundle tachycardia,MONDO
disease_disease,parent-child,39432,20575,disease,polymorphic ventricular tachycardia,MONDO,27503,14191_12762_11484_13966_13529_17990,disease,catecholaminergic polymorphic ventricular tachycardia,MONDO_grouped
disease_disease,parent-child,27321,8648,disease,"ventricular tachycardia, familial",MONDO,27503,14191_12762_11484_13966_13529_17990,disease,catecholaminergic polymorphic ventricular tachycardia,MONDO_grouped
disease_disease,parent-child,35660,992,disease,heart conduction disease,MONDO,27503,14191_12762_11484_13966_13529_17990,disease,catecholaminergic polymorphic ventricular tachycardia,MONDO_grouped
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,32564,18043,disease,Thomas syndrome,MONDO
disease_disease,parent-child,33618,4981,disease,atrial fibrillation (disease),MONDO,27948,13544_15001_12828_14156_13545_12677_13513_14155_12816_11857_13530_12678_14340_12066_18054_12167_13100,disease,familial atrial fibrillation,MONDO_grouped
disease_disease,parent-child,35667,15110,disease,genetic cardiac rhythm disease,MONDO,27948,13544_15001_12828_14156_13545_12677_13513_14155_12816_11857_13530_12678_14340_12066_18054_12167_13100,disease,familial atrial fibrillation,MONDO_grouped
disease_disease,parent-child,27495,16581,disease,conotruncal heart malformations,MONDO,95080,18072,disease,persistent truncus arteriosus (disease),MONDO
disease_disease,parent-child,35453,5453,disease,congenital heart disease,MONDO,95080,18072,disease,persistent truncus arteriosus (disease),MONDO
disease_disease,parent-child,39129,20293,disease,ascending aorta anomaly,MONDO,33384,18082,disease,aorto-ventricular tunnel (disease),MONDO
disease_disease,parent-child,27495,16581,disease,conotruncal heart malformations,MONDO,33375,18089,disease,double outlet right ventricle,MONDO
disease_disease,parent-child,38045,17131,disease,genetic cardiac anomaly,MONDO,33375,18089,disease,double outlet right ventricle,MONDO
disease_disease,parent-child,29318,13746_13749_13748_2070,disease,ventricular septal defect,MONDO_grouped,33375,18089,disease,double outlet right ventricle,MONDO
disease_disease,parent-child,27495,16581,disease,conotruncal heart malformations,MONDO,94595,18090,disease,double outlet left ventricle (disease),MONDO
disease_disease,parent-child,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO,32903,18131,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to 9q21 microdeletion,MONDO
disease_disease,parent-child,39102,16908,disease,partial monosomy of the long arm of chromosome 9,MONDO,32903,18131,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to 9q21 microdeletion,MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,39411,18185,disease,congenital anomaly of the great veins,MONDO
disease_disease,parent-child,35669,5267,disease,heart disease,MONDO,33408,18203,disease,LMNA-related cardiocutaneous progeria syndrome,MONDO
disease_disease,parent-child,33375,18089,disease,double outlet right ventricle,MONDO,94904,18498,disease,double outlet right ventricle with subaortic or doubly committed ventricular septal defect,MONDO
disease_disease,parent-child,33375,18089,disease,double outlet right ventricle,MONDO,98520,18499,disease,"double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy",MONDO
disease_disease,parent-child,37792,19512,disease,congenital heart malformation,MONDO,33669,18664,disease,ectopia cordis (disease),MONDO
disease_disease,parent-child,39479,20284,disease,heart position anomaly,MONDO,38546,18677,disease,visceral heterotaxy,MONDO
disease_disease,parent-child,35512,2320,disease,congenital nervous system disorder,MONDO,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO
disease_disease,parent-child,35464,19117,disease,genetic nervous system disorder,MONDO,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO
disease_disease,parent-child,35496,15159,disease,multiple congenital anomalies/dysmorphic syndrome-intellectual disability,MONDO,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO
disease_disease,parent-child,35498,43005,disease,genetic multiple congenital anomalies/dysmorphic syndrome,MONDO,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO
disease_disease,parent-child,35445,508,disease,syndromic intellectual disability,MONDO,33244,18681,disease,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO
